pH,Turbidity,Diarrhea,Vomiting,Fever,Skin_Rash,Jaundice,Stomach_Pain,Label
6.15,18.79,1,0,0,0,0,0,Protozoa
6.73,5.85,1,1,0,0,0,1,Vibrio cholerae
8.38,41.48,1,0,0,0,0,0,Protozoa
5.58,5.54,1,0,0,0,0,0,Protozoa
8.56,9.12,0,0,1,0,1,0,Hepatitis A/E
4.32,11.99,0,0,0,0,0,0,Fungi
5.88,9.94,1,0,0,0,0,0,Protozoa
7.14,2.72,0,0,0,0,0,0,None
9.61,76.02,0,0,0,0,0,0,Sulfate-Reducing Bacteria
4.6,10.82,0,0,0,1,0,0,Fungi
7.35,14.52,1,0,0,0,0,1,E. coli
9.09,14.01,1,1,0,0,0,1,Vibrio cholerae
8.91,1.98,0,0,0,0,0,0,None
6.89,0.93,0,0,0,0,1,0,Hepatitis A/E
8.74,56.04,0,0,0,0,0,0,None
5.08,69.59,0,0,0,0,0,0,Fungi
7.79,2.44,0,0,1,0,0,0,None
5.22,4.1,0,0,0,0,0,0,Fungi
6.3,3.57,0,0,1,0,0,0,None
8.08,8.39,1,1,0,1,0,1,Cyanobacteria
7.09,4.4,0,0,0,0,0,1,Salmonella
5.22,9.2,0,0,0,1,0,0,Fungi
6.52,0.15,0,0,0,0,0,0,None
6.24,6.36,1,0,0,0,0,0,Protozoa
8.18,11.41,1,0,1,0,0,1,Salmonella
4.17,61.27,0,0,0,0,0,0,Fungi
7.26,12.28,1,1,0,0,0,1,E. coli
6.24,9.34,1,0,0,0,0,0,Protozoa
8.16,59.52,1,0,0,0,0,0,Protozoa
7.38,9.26,1,0,0,0,0,1,E. coli
8.9,3.2,0,0,0,0,0,0,None
4.77,95.94,1,1,0,0,0,1,Vibrio cholerae
4.66,13.14,0,0,0,0,0,0,Fungi
7.44,10.88,1,0,0,0,0,0,Protozoa
7.5,11.0,1,1,0,0,0,1,Vibrio cholerae
9.64,4.54,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.31,2.33,0,0,0,0,0,0,Fungi
5.57,0.36,0,0,0,0,0,0,None
8.05,86.85,1,1,1,1,0,1,Cyanobacteria
4.69,12.17,1,1,0,0,0,1,Vibrio cholerae
8.11,5.94,1,0,0,0,0,1,E. coli
8.43,2.82,0,0,0,0,0,1,None
5.78,2.57,0,0,0,0,1,0,Hepatitis A/E
9.98,6.22,0,0,0,0,0,1,Salmonella
7.72,6.63,1,0,0,1,0,0,Cyanobacteria
4.8,14.28,1,0,1,0,0,1,Salmonella
6.35,80.25,1,0,1,0,0,1,Salmonella
7.95,6.73,1,0,0,0,0,1,E. coli
7.31,7.57,1,0,0,0,0,1,E. coli
7.48,14.66,1,0,0,0,0,1,E. coli
9.02,12.84,0,0,0,0,0,0,Sulfate-Reducing Bacteria
8.49,13.65,0,0,0,0,0,0,Protozoa
5.26,10.41,0,0,0,1,0,0,Fungi
5.39,11.35,0,0,0,0,0,0,Fungi
5.23,8.47,0,0,0,1,0,0,Fungi
4.31,10.29,0,0,0,0,0,0,Fungi
9.42,66.51,0,0,0,0,0,0,None
6.0,48.84,1,0,0,0,0,1,E. coli
7.61,8.49,1,0,0,0,0,0,Protozoa
6.74,8.07,0,0,0,0,1,0,Hepatitis A/E
4.22,6.35,0,0,0,1,0,0,Fungi
6.58,86.75,1,1,0,0,0,1,Vibrio cholerae
5.67,4.68,0,0,0,0,0,0,None
7.96,41.39,1,1,0,1,0,1,Cyanobacteria
4.02,13.61,0,0,0,0,0,0,Fungi
4.9,4.1,0,0,0,0,0,0,Fungi
4.68,4.37,0,0,0,1,0,0,Fungi
6.16,5.93,1,0,1,0,0,1,Salmonella
5.14,0.28,0,0,0,1,0,0,Fungi
5.98,13.62,1,1,0,0,0,1,Vibrio cholerae
7.91,7.25,1,0,0,0,0,1,E. coli
7.93,9.33,0,0,1,0,1,0,Hepatitis A/E
9.19,95.87,0,0,0,0,0,0,Sulfate-Reducing Bacteria
8.74,3.74,1,1,0,0,0,1,Vibrio cholerae
5.56,14.74,1,1,0,0,0,1,Vibrio cholerae
9.86,39.11,0,0,0,0,0,0,Sulfate-Reducing Bacteria
7.55,12.24,1,0,0,0,0,1,E. coli
9.56,3.57,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.45,9.57,0,0,0,1,0,0,Fungi
4.52,2.02,0,0,0,0,0,0,Fungi
6.24,1.32,0,0,0,0,0,0,None
7.15,9.93,1,0,0,0,0,1,E. coli
8.52,8.4,0,0,1,0,0,0,None
9.16,6.55,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.58,8.48,1,0,0,0,0,0,Protozoa
7.88,13.51,1,0,0,0,0,0,Protozoa
6.43,7.45,1,0,0,0,0,1,E. coli
5.73,1.81,0,0,0,0,0,0,None
8.93,1.84,1,0,1,0,0,1,Salmonella
6.63,63.74,1,0,0,0,0,0,Protozoa
4.87,3.49,1,0,1,0,0,1,Salmonella
9.11,4.73,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.48,14.39,0,0,0,1,0,0,Fungi
5.06,13.31,1,1,0,0,0,1,Vibrio cholerae
5.69,59.79,1,0,0,0,0,1,E. coli
6.23,14.72,1,0,0,0,0,1,E. coli
8.63,12.05,1,1,0,0,0,1,Vibrio cholerae
5.73,5.95,1,1,0,0,0,1,Vibrio cholerae
6.07,13.75,1,1,0,0,0,1,E. coli
7.27,9.2,1,0,0,0,0,1,E. coli
6.18,2.41,0,0,0,0,0,0,None
9.45,7.48,0,0,0,0,1,0,Hepatitis A/E
4.54,12.55,0,0,0,0,0,0,Fungi
9.46,94.85,1,1,0,0,0,1,Vibrio cholerae
5.07,56.86,1,0,1,0,0,1,Salmonella
4.99,4.14,1,1,0,1,0,1,Vibrio cholerae
7.28,9.19,1,0,0,0,0,0,Protozoa
6.66,9.39,1,1,0,0,0,1,Vibrio cholerae
5.41,6.74,0,0,0,1,0,0,Fungi
8.66,4.45,0,0,1,0,0,0,None
7.74,63.7,1,0,0,0,0,1,E. coli
4.1,8.13,0,0,0,0,0,0,Fungi
8.42,14.19,1,0,0,1,0,1,Cyanobacteria
9.65,6.23,0,0,0,0,0,0,Sulfate-Reducing Bacteria
8.32,89.31,1,1,0,0,0,1,E. coli
7.97,7.25,1,0,0,0,0,0,Protozoa
6.72,0.64,1,0,1,0,0,1,Salmonella
8.65,1.76,0,0,1,0,0,0,None
7.31,2.43,0,0,0,0,0,0,None
4.25,74.16,0,0,0,0,0,0,Fungi
6.54,10.66,1,0,0,0,0,0,Protozoa
4.28,13.76,1,1,0,1,0,1,Vibrio cholerae
9.24,8.89,0,0,0,0,0,0,Sulfate-Reducing Bacteria
8.46,10.12,1,0,0,0,0,1,E. coli
9.89,6.54,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.6,4.44,1,1,0,0,0,1,Vibrio cholerae
4.11,2.15,0,0,0,0,0,0,Fungi
9.84,6.8,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.0,1.71,0,0,0,1,0,0,Fungi
7.19,8.6,1,0,0,0,0,0,Protozoa
8.33,2.58,1,0,1,0,0,1,Salmonella
9.36,1.56,0,0,0,0,0,0,Sulfate-Reducing Bacteria
7.3,6.36,1,0,0,0,0,1,E. coli
5.8,14.32,1,0,0,0,0,1,E. coli
9.89,25.02,1,1,0,0,0,1,Vibrio cholerae
9.61,10.76,0,0,0,0,0,0,Sulfate-Reducing Bacteria
4.08,12.24,1,1,0,0,0,1,Vibrio cholerae
9.81,11.84,0,0,0,0,0,0,Sulfate-Reducing Bacteria
8.64,10.49,0,0,0,0,0,0,None
4.01,10.5,0,0,0,1,0,0,Fungi
8.5,7.87,1,0,0,0,0,1,E. coli
8.12,13.26,1,0,0,0,0,1,E. coli
7.04,21.37,1,1,0,0,0,1,E. coli
7.57,9.52,1,0,0,0,0,1,E. coli
4.52,9.61,0,0,0,1,0,0,Fungi
9.24,84.59,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.41,4.7,1,0,1,0,0,1,Salmonella
5.69,13.05,1,0,0,0,0,0,Protozoa
4.51,10.56,0,0,0,0,0,0,Fungi
7.38,6.81,1,0,0,0,0,1,E. coli
9.2,2.23,0,0,0,0,0,0,Sulfate-Reducing Bacteria
8.88,7.59,0,0,0,0,0,0,None
6.62,4.47,0,0,0,0,0,0,None
4.88,11.01,1,0,1,0,0,1,Salmonella
8.92,5.87,0,0,0,0,0,0,None
8.77,5.6,0,0,0,0,0,0,None
9.86,6.97,0,0,0,0,0,0,Sulfate-Reducing Bacteria
7.92,3.61,0,0,0,0,0,1,None
7.73,11.12,1,0,1,0,0,1,Salmonella
8.98,6.23,0,0,0,0,0,0,None
6.45,12.19,1,0,0,0,0,0,Protozoa
4.47,5.01,0,0,0,0,1,0,Hepatitis A/E
6.54,43.7,1,0,0,0,0,0,Protozoa
9.97,10.52,0,0,0,0,0,1,Vibrio cholerae
4.4,6.39,0,0,0,0,0,0,Fungi
8.75,6.64,0,0,0,0,0,0,None
5.22,36.36,0,0,0,1,0,0,Fungi
6.05,0.16,0,0,0,0,0,0,None
6.08,1.29,0,0,0,0,0,0,None
4.92,4.68,0,0,0,0,0,0,Fungi
6.13,12.03,1,1,0,0,0,1,E. coli
6.24,20.78,1,0,0,0,0,1,E. coli
9.56,0.37,0,0,0,0,0,0,Sulfate-Reducing Bacteria
7.62,28.04,1,1,0,0,0,0,Viruses
6.75,6.26,0,0,0,0,0,0,Viruses
7.67,1.28,0,0,0,0,0,0,None
10.0,3.21,0,0,0,0,1,0,Hepatitis A/E
7.09,13.14,1,0,0,0,0,1,E. coli
9.7,10.84,0,0,0,0,0,0,Sulfate-Reducing Bacteria
7.21,13.43,1,0,0,0,0,1,E. coli
8.39,4.61,0,0,0,1,0,0,Cyanobacteria
6.86,13.57,1,0,1,0,0,1,Salmonella
9.93,42.9,1,1,0,0,0,1,Vibrio cholerae
4.98,2.61,0,0,0,1,0,0,Fungi
5.15,11.44,0,0,0,0,0,0,Fungi
9.8,44.23,0,0,0,0,0,0,Sulfate-Reducing Bacteria
4.06,6.36,0,0,1,0,1,0,Hepatitis A/E
6.12,4.41,0,0,0,0,0,0,None
8.73,0.97,0,0,0,0,0,0,None
9.04,3.48,0,0,0,0,0,0,Sulfate-Reducing Bacteria
8.58,0.11,0,0,0,0,0,0,None
7.02,3.73,1,1,0,0,0,1,Vibrio cholerae
9.15,12.06,1,1,0,0,0,1,Vibrio cholerae
7.59,1.43,0,0,0,0,0,0,None
5.84,8.23,1,1,0,0,0,1,E. coli
7.34,53.41,1,0,0,0,0,1,E. coli
9.06,0.86,0,0,0,0,0,0,Sulfate-Reducing Bacteria
4.37,2.14,0,0,0,0,1,0,Hepatitis A/E
5.46,2.97,0,0,0,1,0,0,Fungi
5.32,56.04,0,0,0,1,0,0,Fungi
9.17,4.47,0,0,0,0,0,0,Sulfate-Reducing Bacteria
8.51,8.89,0,0,0,0,0,0,None
4.11,1.77,0,0,0,1,0,0,Fungi
5.95,14.27,1,0,0,0,0,1,E. coli
4.94,10.65,0,0,0,0,0,0,Fungi
9.79,3.44,0,0,0,0,0,0,Sulfate-Reducing Bacteria
4.74,49.87,0,0,0,0,0,0,Fungi
5.73,10.06,1,0,0,0,0,0,Protozoa
6.57,4.65,0,0,0,0,0,0,None
7.38,5.87,1,1,0,0,0,1,E. coli
5.7,0.62,0,0,0,0,1,0,Hepatitis A/E
9.72,6.78,1,1,0,0,0,1,Vibrio cholerae
9.15,3.85,0,0,0,0,0,0,Sulfate-Reducing Bacteria
8.59,19.41,1,1,0,0,0,1,Vibrio cholerae
8.78,14.07,0,0,1,0,1,0,Hepatitis A/E
9.96,0.22,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.97,24.38,1,0,0,0,0,1,E. coli
7.83,2.0,0,0,0,0,0,0,None
9.51,70.29,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.32,4.86,0,0,0,1,0,0,Fungi
8.84,3.72,0,0,0,0,0,0,None
6.6,0.64,0,0,0,0,0,0,None
8.62,92.87,0,0,1,0,1,0,Hepatitis A/E
7.01,13.62,1,0,0,0,0,0,Protozoa
7.76,68.45,1,0,0,0,0,1,E. coli
9.93,16.96,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.21,13.75,1,0,1,0,0,1,Salmonella
7.26,10.7,1,0,0,0,0,0,Protozoa
7.84,0.71,0,0,0,0,0,1,None
5.51,1.62,0,0,0,0,0,0,None
4.51,4.12,0,0,0,1,0,0,Fungi
5.5,68.98,1,0,0,0,0,0,Protozoa
4.59,8.75,0,0,1,0,1,0,Hepatitis A/E
5.82,1.46,0,0,1,0,0,0,None
7.69,63.03,0,0,0,0,0,0,Viruses
7.37,67.06,1,0,0,0,0,1,E. coli
6.7,7.88,1,1,0,0,0,1,E. coli
9.68,2.47,0,0,0,0,0,0,Sulfate-Reducing Bacteria
9.53,9.27,0,0,0,0,0,0,Sulfate-Reducing Bacteria
8.17,9.24,1,0,0,0,0,1,E. coli
9.22,13.85,0,0,1,0,1,0,Hepatitis A/E
4.64,6.53,0,0,0,0,0,0,Fungi
4.2,12.31,0,0,0,1,0,0,Fungi
6.06,33.54,1,0,1,0,0,1,Salmonella
9.13,9.23,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.73,2.28,0,0,0,0,0,0,None
8.28,10.52,1,0,0,0,0,0,Protozoa
5.86,5.48,1,1,0,0,0,1,E. coli
6.35,48.87,1,0,0,0,0,1,E. coli
8.45,3.39,0,0,0,0,0,0,None
6.66,10.94,1,0,0,0,0,1,E. coli
8.19,12.96,0,0,0,0,0,1,E. coli
9.66,0.79,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.38,13.0,0,0,0,0,0,0,Fungi
8.03,78.24,1,1,1,1,0,1,Cyanobacteria
8.62,14.03,0,0,0,0,0,0,None
8.51,2.86,0,0,0,0,0,0,None
9.89,13.61,1,1,0,0,0,1,Vibrio cholerae
9.37,1.85,0,0,0,0,0,0,Sulfate-Reducing Bacteria
9.59,9.88,1,0,1,0,0,1,Salmonella
4.47,77.96,0,0,0,0,0,0,Fungi
8.71,11.95,0,0,0,0,0,0,None
4.46,0.26,0,0,0,0,0,0,Fungi
7.81,11.2,0,0,1,0,1,0,Hepatitis A/E
6.79,56.89,1,0,0,0,0,1,E. coli
7.48,9.48,1,1,0,0,0,1,E. coli
7.65,11.61,1,1,0,0,0,1,Vibrio cholerae
5.45,1.65,0,0,0,0,1,0,Hepatitis A/E
9.56,11.84,0,0,0,0,0,0,Sulfate-Reducing Bacteria
4.83,7.15,0,0,0,1,0,0,Fungi
8.03,5.3,1,0,0,0,0,0,Protozoa
9.49,77.35,0,0,0,0,0,0,Sulfate-Reducing Bacteria
4.83,9.08,0,0,0,1,0,0,Fungi
4.38,0.59,0,0,0,0,0,0,Fungi
5.54,9.29,1,0,0,0,0,1,E. coli
9.93,38.94,1,1,0,0,0,1,Vibrio cholerae
7.64,2.98,0,0,0,1,0,0,Cyanobacteria
9.28,0.78,0,0,0,0,0,0,Sulfate-Reducing Bacteria
4.7,61.71,0,0,0,1,0,0,Fungi
5.76,1.86,0,0,0,0,0,0,None
9.61,12.3,1,1,0,0,0,1,Vibrio cholerae
9.28,41.59,0,0,0,0,0,0,Sulfate-Reducing Bacteria
7.71,5.78,1,0,0,1,0,1,Cyanobacteria
9.95,4.58,0,0,0,0,0,0,Sulfate-Reducing Bacteria
4.07,12.49,0,0,0,0,0,0,Fungi
6.34,12.46,1,1,0,0,0,0,Viruses
8.69,3.44,0,0,0,0,0,0,None
8.17,14.51,1,1,0,0,0,1,Vibrio cholerae
8.04,1.75,0,0,0,0,0,0,None
6.02,89.45,1,0,0,0,0,1,E. coli
8.82,4.59,0,0,0,0,0,1,None
9.83,10.48,0,0,0,0,0,0,Sulfate-Reducing Bacteria
7.29,5.05,1,0,0,0,0,1,E. coli
8.5,9.99,1,1,0,1,0,1,Cyanobacteria
9.55,9.44,1,1,0,0,0,1,Vibrio cholerae
6.7,10.08,1,0,0,0,0,1,E. coli
8.27,5.11,1,1,0,0,0,1,Vibrio cholerae
7.65,3.86,0,0,0,0,0,0,None
8.37,8.81,1,0,0,0,0,0,Protozoa
9.15,14.75,0,0,0,0,0,0,Sulfate-Reducing Bacteria
8.7,1.4,0,0,1,0,1,0,Hepatitis A/E
9.45,3.93,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.25,13.87,1,0,1,0,0,1,Salmonella
7.91,0.69,1,0,1,0,0,1,Salmonella
4.65,13.66,1,1,0,0,0,1,Vibrio cholerae
5.44,34.98,0,0,0,0,0,0,Fungi
9.77,0.47,0,0,0,0,0,0,Sulfate-Reducing Bacteria
9.17,63.65,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.16,10.0,0,0,0,1,0,0,Fungi
4.84,73.78,0,0,0,1,0,0,Fungi
6.76,4.78,0,0,1,0,0,0,None
6.25,1.04,0,0,0,0,0,0,None
6.29,13.45,1,1,0,0,0,1,E. coli
6.95,47.16,1,1,0,0,0,1,Vibrio cholerae
5.13,11.63,0,0,0,1,0,0,Fungi
9.83,94.33,1,1,0,0,0,1,Vibrio cholerae
5.9,6.81,1,1,0,0,0,1,E. coli
4.04,82.98,0,0,0,0,0,0,Fungi
7.14,84.0,1,0,0,0,0,1,E. coli
7.84,7.76,1,0,0,0,0,0,Protozoa
7.9,6.99,1,1,1,0,0,1,Salmonella
4.35,11.38,0,0,0,1,0,0,Fungi
5.73,5.66,1,0,0,0,0,0,Protozoa
6.22,13.93,1,0,0,0,0,0,Protozoa
6.13,11.66,1,0,0,0,0,1,E. coli
9.09,6.86,0,0,0,0,0,0,Sulfate-Reducing Bacteria
7.66,2.74,0,0,0,0,0,0,None
8.74,11.4,0,0,0,0,0,0,None
9.71,14.19,0,0,0,0,0,0,Sulfate-Reducing Bacteria
9.19,7.3,0,0,0,0,0,0,Sulfate-Reducing Bacteria
7.91,7.08,0,0,0,0,1,0,Hepatitis A/E
5.68,14.54,1,0,0,0,0,1,E. coli
7.99,1.16,0,0,0,0,0,0,None
8.05,7.56,1,1,0,0,0,1,E. coli
4.34,7.9,0,0,0,0,1,0,Hepatitis A/E
7.37,10.16,1,1,0,0,0,1,Vibrio cholerae
9.29,3.72,0,0,0,0,0,0,Sulfate-Reducing Bacteria
8.01,11.4,1,0,0,0,0,1,E. coli
8.08,4.31,0,0,0,0,0,0,None
8.88,35.63,1,1,0,0,0,1,Vibrio cholerae
7.56,2.57,0,0,0,0,0,0,None
5.94,9.93,1,0,0,0,0,0,Protozoa
5.83,20.98,1,0,1,0,0,1,Salmonella
4.06,3.56,0,0,0,1,0,0,Fungi
8.85,37.45,1,1,0,0,0,1,Vibrio cholerae
8.9,14.85,0,0,1,0,0,0,None
8.88,3.91,0,0,0,0,0,0,None
7.94,7.6,1,0,0,0,0,0,Protozoa
5.83,6.27,1,1,0,0,0,1,Vibrio cholerae
8.16,4.77,0,0,0,0,0,0,None
9.26,59.76,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.03,4.65,0,0,0,1,0,0,Fungi
7.49,83.59,1,0,0,0,0,1,E. coli
9.24,2.41,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.57,7.35,1,1,0,0,0,0,Viruses
5.5,7.16,1,1,0,0,0,1,E. coli
8.25,5.27,1,1,1,0,0,1,Salmonella
9.79,8.76,0,0,0,0,0,0,Sulfate-Reducing Bacteria
8.61,43.21,0,0,0,0,0,1,Vibrio cholerae
9.43,12.34,0,0,0,0,0,0,Sulfate-Reducing Bacteria
9.96,13.83,0,0,0,0,0,0,Sulfate-Reducing Bacteria
4.33,14.76,1,1,0,0,0,1,Vibrio cholerae
5.21,3.1,0,0,0,0,0,0,Fungi
5.93,0.98,0,0,0,0,0,0,None
9.29,8.95,1,0,1,0,0,1,Salmonella
6.3,2.4,0,0,0,0,0,0,None
6.13,2.88,0,0,0,0,0,0,None
4.26,0.43,0,0,0,0,0,0,Fungi
5.57,5.56,1,0,0,0,0,0,Protozoa
7.58,13.78,1,0,0,0,0,1,E. coli
7.62,12.8,1,0,0,0,0,1,E. coli
8.43,12.97,0,0,0,0,0,1,E. coli
5.32,8.78,0,0,0,0,0,0,Fungi
6.09,2.26,0,0,1,0,0,0,None
8.35,0.99,0,0,0,0,0,0,None
4.61,13.97,0,0,0,1,0,0,Fungi
7.18,3.14,0,0,0,0,0,0,None
8.31,10.4,1,0,0,0,0,0,Protozoa
4.52,11.76,0,0,0,1,0,0,Fungi
9.88,9.94,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.93,2.59,0,0,0,0,0,0,None
9.95,8.46,0,0,0,0,0,0,Sulfate-Reducing Bacteria
7.64,5.2,1,1,0,0,0,0,Viruses
8.86,5.05,0,0,0,0,0,0,None
5.85,5.94,1,1,0,0,0,0,Viruses
9.08,0.46,0,0,0,0,1,0,Hepatitis A/E
8.95,2.22,0,0,1,0,1,0,Hepatitis A/E
5.28,31.62,0,0,0,0,0,0,Fungi
9.63,2.89,0,0,0,0,0,0,Sulfate-Reducing Bacteria
8.95,8.85,0,0,0,0,0,0,None
5.38,14.5,0,0,0,1,0,0,Fungi
9.26,1.39,0,0,0,0,0,0,Sulfate-Reducing Bacteria
8.04,70.4,1,0,0,0,0,0,Protozoa
6.66,94.87,1,1,1,0,0,1,Salmonella
5.15,14.88,0,0,0,0,0,0,Fungi
7.73,6.4,1,0,0,1,0,1,Cyanobacteria
5.91,13.66,1,1,0,0,0,1,E. coli
7.06,0.77,0,0,0,0,0,0,None
4.9,3.8,1,0,1,1,0,1,Salmonella
8.82,5.05,0,0,0,0,1,0,Hepatitis A/E
8.24,36.25,1,1,0,0,0,1,E. coli
8.18,9.47,1,0,0,0,0,1,E. coli
8.53,6.38,1,1,0,0,0,1,Vibrio cholerae
8.95,28.35,0,0,0,0,0,0,None
4.63,9.29,0,0,0,1,0,0,Fungi
6.07,0.41,0,0,0,0,0,0,None
4.39,13.37,0,0,0,0,0,0,Fungi
8.74,11.27,0,0,0,0,0,1,Vibrio cholerae
7.02,6.04,1,0,0,0,0,1,E. coli
8.94,10.03,1,1,0,0,0,1,Vibrio cholerae
8.74,72.99,0,0,0,0,0,0,None
7.63,11.68,1,0,0,0,0,1,E. coli
4.58,8.71,0,0,0,0,0,0,Fungi
9.94,3.31,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.48,5.7,1,1,1,0,0,1,Salmonella
7.85,10.07,1,0,0,0,0,1,E. coli
6.28,10.1,0,0,1,0,1,0,Hepatitis A/E
7.42,14.76,1,0,0,0,0,1,E. coli
5.59,4.91,0,0,0,0,0,0,None
8.78,12.16,0,0,0,0,0,0,None
6.47,3.1,0,0,0,0,0,0,None
9.97,10.1,1,0,1,0,0,1,Salmonella
4.36,4.42,0,0,0,0,0,0,Fungi
6.4,24.69,0,0,0,0,0,1,Vibrio cholerae
5.65,5.35,1,0,0,0,0,1,E. coli
5.42,10.78,1,0,1,0,0,1,Salmonella
7.82,12.77,1,1,0,0,0,0,Viruses
6.44,3.92,0,0,0,0,0,0,None
6.74,1.65,0,0,0,0,0,0,None
6.84,42.36,1,0,1,0,0,1,Salmonella
7.42,2.91,0,0,1,0,0,1,None
7.36,1.95,0,0,0,0,0,0,None
6.1,12.15,1,0,0,0,0,0,Protozoa
7.8,14.14,1,0,1,0,0,1,Salmonella
9.66,1.82,0,0,0,0,0,0,Sulfate-Reducing Bacteria
8.2,13.49,1,1,0,0,0,0,Viruses
8.31,14.69,1,1,0,1,0,1,Cyanobacteria
9.83,8.97,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.41,10.67,1,1,0,0,0,1,Vibrio cholerae
9.28,25.59,0,0,0,0,0,0,Sulfate-Reducing Bacteria
9.07,36.6,0,0,0,0,0,0,Sulfate-Reducing Bacteria
9.32,81.15,0,0,0,0,0,0,Sulfate-Reducing Bacteria
4.4,9.79,0,0,0,0,0,0,Fungi
8.28,8.84,1,1,0,0,0,1,E. coli
6.64,9.43,1,0,1,0,0,1,Salmonella
8.8,3.07,0,0,1,0,0,0,None
5.54,0.5,0,0,0,0,0,0,None
4.78,8.87,0,0,0,1,0,0,Fungi
6.17,61.59,1,0,0,0,0,1,E. coli
5.61,6.93,1,0,0,0,0,0,Protozoa
7.25,4.9,0,0,0,0,0,0,None
5.45,14.73,0,0,0,1,0,0,Fungi
9.89,8.81,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.26,0.63,0,0,0,1,0,0,Fungi
7.38,6.79,1,0,0,0,0,0,Protozoa
5.79,12.48,1,0,0,0,0,1,E. coli
7.74,2.93,0,0,0,0,0,0,None
4.92,0.64,0,0,0,1,0,0,Fungi
5.3,3.31,0,0,0,0,0,0,Fungi
6.28,10.18,1,0,0,0,0,1,E. coli
8.95,47.67,0,0,0,0,0,0,None
6.44,4.97,0,0,0,0,0,0,None
5.25,3.29,0,0,0,0,0,0,Fungi
9.23,3.07,0,0,0,0,0,0,None
5.09,9.02,0,0,0,0,0,0,Fungi
9.01,11.07,0,0,0,0,0,0,Sulfate-Reducing Bacteria
7.37,5.36,1,0,1,0,0,1,Salmonella
5.23,7.98,1,1,0,1,0,1,Vibrio cholerae
7.11,7.93,1,1,0,0,0,1,Vibrio cholerae
8.06,1.13,0,0,0,0,0,0,None
8.26,56.85,1,1,0,0,0,1,Vibrio cholerae
5.83,4.49,0,0,0,0,0,0,None
7.96,10.5,1,0,0,1,0,0,Cyanobacteria
9.87,6.65,1,1,0,0,0,1,Vibrio cholerae
7.93,33.19,1,0,0,0,0,0,Protozoa
7.54,2.37,0,0,0,1,0,0,Cyanobacteria
4.96,4.85,0,0,1,0,1,0,Hepatitis A/E
5.61,3.68,0,0,0,0,0,0,None
5.52,0.82,0,0,0,0,0,0,None
7.05,9.23,0,0,0,0,0,0,Protozoa
6.44,6.21,1,1,0,0,0,1,E. coli
6.64,9.74,1,0,0,0,0,1,E. coli
8.29,14.0,1,0,0,0,0,0,Protozoa
4.94,11.78,0,0,0,1,0,0,Fungi
4.98,9.26,0,0,0,0,1,0,Hepatitis A/E
7.25,47.15,1,1,0,0,0,1,Vibrio cholerae
6.51,67.11,1,0,0,0,0,0,Protozoa
9.4,9.32,0,0,0,0,0,0,Sulfate-Reducing Bacteria
7.43,4.49,0,0,0,0,0,0,None
7.57,0.71,1,0,1,1,0,1,Cyanobacteria
4.44,1.6,0,0,0,0,0,0,Fungi
4.77,12.6,1,1,0,0,0,1,Vibrio cholerae
4.59,10.15,0,0,1,0,1,0,Hepatitis A/E
4.28,18.28,0,0,0,0,0,0,Fungi
6.69,11.42,1,0,0,0,0,0,Protozoa
6.44,49.11,1,0,0,0,0,1,E. coli
4.8,9.34,0,0,0,0,0,0,Fungi
9.4,12.04,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.1,21.13,0,0,0,0,0,0,Fungi
6.48,0.81,0,0,0,0,0,0,None
4.59,83.38,0,0,0,0,0,0,Fungi
9.98,5.03,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.53,4.79,0,0,0,0,0,0,None
9.39,9.77,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.05,81.27,1,0,0,0,0,0,Protozoa
9.77,4.09,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.94,3.52,0,0,1,0,0,0,None
5.71,76.68,1,1,0,0,0,1,Vibrio cholerae
5.12,79.86,1,1,0,1,0,1,Vibrio cholerae
8.16,59.92,1,0,0,0,0,0,Protozoa
9.45,13.26,0,0,0,0,0,0,Sulfate-Reducing Bacteria
9.82,6.84,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.24,0.52,0,0,0,0,0,0,None
5.47,1.14,0,0,0,0,0,0,Fungi
4.21,6.06,0,0,0,0,0,0,Fungi
7.73,12.52,1,1,1,1,0,1,Cyanobacteria
