diarrhea,vomiting,fever,stomach_pain,nausea,weakness,headache,jaundice,dark_urine,dehydration,rash,body_pain,blood_stool,loss_appetite,pH,turbidity,possible_microorganisms
1,1,1,1,1,0,1,0,1,0,0,0,1,0,8.5,1.5,None
1,0,0,1,1,0,1,0,1,1,1,0,1,1,8.6,4.2,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
1,0,0,1,0,1,0,0,1,1,0,0,1,0,9.0,3.7,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia"
0,1,1,1,0,1,1,0,0,0,0,1,0,0,5.7,13.2,"Vibrio cholerae,Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia"
0,0,0,0,0,1,0,0,0,1,1,1,0,0,9.0,4.9,"Salmonella typhi,Pseudomonas"
1,0,0,1,1,0,1,0,1,0,1,0,0,0,6.9,14.1,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
1,1,1,1,0,1,0,0,1,0,0,1,1,0,8.1,0.3,"Hepatitis A virus,Leptospira"
0,1,0,1,1,0,0,0,0,1,1,1,1,1,7.2,14.3,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
0,0,0,1,0,0,1,1,0,0,1,0,1,1,6.3,9.0,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia,Pseudomonas"
0,1,0,0,1,1,0,0,1,1,0,0,0,0,8.3,13.5,"Salmonella typhi,Hepatitis A virus,Giardia lamblia"
0,0,0,0,0,0,0,1,1,0,1,0,0,0,7.6,2.6,"Hepatitis A virus,Pseudomonas"
0,0,1,1,1,0,1,0,1,0,1,1,1,0,6.2,9.1,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira,Pseudomonas"
1,0,1,1,1,0,1,1,1,1,0,0,0,0,6.9,3.5,"Hepatitis A virus,Shigella spp.,Giardia lamblia"
0,1,1,1,1,0,1,0,1,0,0,1,0,1,8.6,9.9,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia,Leptospira"
0,0,1,0,1,1,0,1,0,1,0,1,0,0,6.1,2.5,"Salmonella typhi,Hepatitis A virus,Leptospira"
0,0,1,1,1,0,1,1,0,1,1,0,0,1,5.0,11.5,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
0,1,0,1,0,0,1,0,1,1,1,0,0,0,7.4,0.9,"Hepatitis A virus,Pseudomonas"
0,0,0,1,0,0,0,0,0,0,1,1,0,1,7.3,14.6,"Shigella spp.,E. coli,Giardia lamblia"
0,0,1,1,0,0,1,0,1,1,0,1,0,0,5.2,10.0,"Salmonella typhi,Shigella spp.,E. coli"
0,0,0,1,0,0,0,1,0,0,1,1,1,0,8.1,13.8,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
1,1,0,1,1,0,0,0,0,0,0,0,0,0,7.3,8.8,"Hepatitis A virus,Shigella spp.,E. coli,Cryptosporidium"
1,0,0,0,1,1,0,1,1,0,1,1,1,0,7.3,14.3,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia,Pseudomonas,Cryptosporidium"
0,1,1,1,1,1,0,0,0,0,1,1,1,0,5.5,8.2,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia,Leptospira,Pseudomonas"
0,0,1,0,0,1,1,0,0,1,0,0,1,1,6.1,10.9,"Salmonella typhi,Shigella spp."
1,1,1,1,0,0,0,1,0,1,0,0,0,0,6.5,5.9,"Vibrio cholerae,Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia,Cryptosporidium"
0,1,0,1,0,1,0,1,1,0,1,1,0,0,8.9,12.4,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Pseudomonas"
1,0,0,1,1,0,1,0,1,0,0,0,0,0,5.2,9.2,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Cryptosporidium"
0,1,0,1,0,1,1,0,1,0,0,1,1,0,8.9,6.8,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
0,0,0,1,1,0,0,0,0,1,1,1,0,1,6.6,10.4,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
0,1,0,1,0,1,0,1,1,0,1,0,0,1,6.7,6.4,"Vibrio cholerae,Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
1,0,0,1,0,0,0,1,1,0,0,0,1,0,9.0,3.3,"Hepatitis A virus,Shigella spp.,Giardia lamblia"
1,1,1,0,0,0,1,1,0,1,0,1,1,1,8.8,1.5,"Hepatitis A virus,Shigella spp.,Leptospira"
0,1,1,0,0,1,0,0,0,0,1,1,1,0,7.6,8.0,"Shigella spp.,Pseudomonas"
1,1,0,1,0,0,0,0,1,1,1,1,1,0,8.9,1.1,"Hepatitis A virus,Shigella spp.,Pseudomonas"
0,0,1,1,1,1,0,1,1,1,0,1,1,1,6.5,11.3,"Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia"
0,0,1,1,0,1,0,0,1,1,1,0,0,0,8.6,14.4,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli"
0,1,1,1,0,1,1,0,0,1,0,1,0,0,6.2,11.5,"E. coli,Giardia lamblia,Leptospira"
1,0,0,0,0,1,0,1,1,0,0,1,1,1,8.4,2.9,"Salmonella typhi,Hepatitis A virus,Shigella spp."
0,1,0,1,1,0,1,0,1,1,1,0,0,0,5.1,1.2,"Hepatitis A virus,Shigella spp.,Pseudomonas"
0,0,0,1,0,1,0,1,1,1,0,1,1,1,5.8,4.5,"Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia"
1,0,0,0,0,1,1,1,1,1,0,1,0,1,5.3,14.5,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,E. coli,Cryptosporidium"
0,0,1,0,0,0,0,1,0,0,1,0,0,1,6.1,0.5,Hepatitis A virus
1,1,1,1,1,1,0,1,0,0,0,1,1,1,7.9,13.2,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Leptospira"
0,1,1,1,0,0,0,0,1,1,1,0,1,1,5.5,10.2,"Vibrio cholerae,Hepatitis A virus,Giardia lamblia,Pseudomonas"
1,0,0,0,0,1,1,1,1,0,0,1,0,0,6.5,4.3,"Salmonella typhi,Hepatitis A virus,E. coli"
0,1,0,0,0,0,1,1,1,1,0,0,1,1,6.5,2.2,"Salmonella typhi,Hepatitis A virus,Shigella spp."
0,1,1,0,0,1,1,0,1,1,0,0,0,0,5.1,5.3,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus"
0,0,0,0,0,0,0,1,0,0,1,0,1,0,5.4,4.0,"Hepatitis A virus,Shigella spp.,Pseudomonas"
0,1,1,1,0,1,1,0,1,0,0,0,1,1,6.8,10.4,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
0,0,0,0,0,0,1,0,0,1,0,0,0,1,7.9,9.1,Salmonella typhi
0,1,1,1,0,1,1,1,0,1,0,0,0,0,5.1,3.0,"Salmonella typhi,Hepatitis A virus,Shigella spp."
0,1,0,1,0,0,0,1,1,0,1,0,0,1,5.9,14.3,"Hepatitis A virus,E. coli,Giardia lamblia,Pseudomonas"
1,1,0,0,1,0,0,1,0,0,1,0,0,1,7.1,5.1,"Hepatitis A virus,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
1,0,0,1,1,0,1,0,1,1,0,1,0,0,7.8,0.6,"Hepatitis A virus,Shigella spp."
1,0,0,1,1,1,1,1,0,1,1,1,1,0,7.8,4.5,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
1,1,1,0,1,1,1,0,0,1,0,1,1,0,5.8,7.6,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia,Leptospira"
1,1,0,1,1,1,0,0,1,0,0,1,1,1,7.2,4.0,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia"
0,0,0,1,1,0,0,1,1,1,0,1,0,1,7.7,4.1,"Hepatitis A virus,Giardia lamblia"
0,0,1,1,0,0,1,1,1,0,0,1,0,0,5.7,14.3,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia"
1,1,0,0,1,0,0,1,1,0,0,1,0,0,7.5,7.9,"E. coli,Giardia lamblia,Cryptosporidium"
0,1,0,1,0,1,0,1,1,1,1,1,0,1,6.2,0.4,"Hepatitis A virus,Shigella spp.,Pseudomonas"
0,1,1,0,1,1,0,1,0,1,0,0,0,0,7.9,12.9,"Salmonella typhi,Hepatitis A virus,Giardia lamblia"
1,0,0,0,0,1,1,1,0,1,1,0,0,1,7.5,12.8,"Hepatitis A virus,Pseudomonas"
0,1,0,0,1,0,0,0,1,1,0,0,1,1,5.4,10.0,"Vibrio cholerae,Shigella spp.,Giardia lamblia"
0,1,0,1,1,1,0,1,0,0,0,1,0,1,8.0,0.9,"Hepatitis A virus,Shigella spp."
1,0,0,1,1,0,0,0,1,0,0,0,1,0,7.9,5.7,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Cryptosporidium"
1,1,0,0,0,0,1,1,1,0,0,0,1,1,6.9,0.4,Shigella spp.
1,0,1,0,0,0,1,0,1,0,0,1,1,0,6.4,3.3,"Salmonella typhi,Shigella spp.,Leptospira"
1,1,1,0,0,0,1,0,1,1,0,1,1,0,5.3,1.8,"Shigella spp.,Leptospira"
0,0,1,1,0,0,1,0,1,0,1,1,0,0,5.5,10.1,"Hepatitis A virus,E. coli,Giardia lamblia,Leptospira,Pseudomonas"
0,0,1,0,1,0,0,1,0,1,1,0,1,1,6.5,10.5,"Salmonella typhi,Shigella spp.,Giardia lamblia,Pseudomonas"
0,0,1,1,0,0,1,1,1,1,1,1,0,1,6.5,4.7,"Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia,Leptospira,Pseudomonas"
0,0,1,1,1,0,0,0,0,1,1,0,0,0,6.4,14.0,"Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia"
0,1,0,1,0,1,1,1,0,1,0,0,1,0,8.9,1.6,"Hepatitis A virus,Shigella spp."
0,0,0,1,0,1,1,0,0,0,0,0,0,0,7.4,9.3,"Salmonella typhi,E. coli,Giardia lamblia"
0,1,0,1,0,1,1,1,1,1,1,1,0,1,5.0,3.7,"Hepatitis A virus,Shigella spp.,Giardia lamblia,Pseudomonas"
0,0,0,0,0,1,1,0,0,0,1,0,1,0,7.1,1.4,Pseudomonas
1,1,1,0,1,1,1,1,1,0,1,1,0,0,6.5,11.7,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,E. coli,Leptospira,Pseudomonas,Cryptosporidium"
0,0,0,0,0,0,1,0,0,1,1,1,1,1,6.1,0.1,"Shigella spp.,Pseudomonas"
1,0,0,0,1,0,1,1,0,1,0,1,0,1,8.5,3.4,"Salmonella typhi,Hepatitis A virus,Giardia lamblia"
1,1,1,0,1,0,0,0,0,0,0,1,1,1,7.5,13.9,"Hepatitis A virus,Shigella spp.,E. coli,Cryptosporidium"
0,0,1,1,0,1,1,0,0,0,1,1,1,1,7.5,10.7,"E. coli,Giardia lamblia,Leptospira,Pseudomonas"
0,1,1,1,0,1,1,0,0,1,0,0,1,0,8.1,0.6,Shigella spp.
0,0,1,0,0,1,1,0,1,0,1,0,0,0,5.1,12.8,"Salmonella typhi,Hepatitis A virus,Pseudomonas"
1,1,1,0,0,0,1,1,1,1,0,0,1,1,6.3,11.6,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Cryptosporidium"
0,0,1,1,1,0,1,0,0,1,1,1,0,1,5.4,12.3,"Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia,Leptospira,Pseudomonas"
1,1,1,1,1,1,1,1,0,0,1,1,1,0,9.0,14.4,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
1,0,1,0,0,1,1,0,1,0,0,1,0,1,8.6,5.3,"Salmonella typhi,Hepatitis A virus,E. coli,Leptospira,Cryptosporidium"
1,1,0,1,0,0,1,0,1,1,1,0,1,1,6.0,10.3,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
1,1,0,0,1,0,0,0,0,0,1,0,0,0,7.3,13.6,"Hepatitis A virus,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
1,1,1,0,1,1,0,1,1,0,0,0,1,1,7.1,14.8,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Cryptosporidium"
1,1,0,0,1,0,1,1,1,0,0,0,1,0,7.8,2.0,"Hepatitis A virus,Shigella spp."
1,1,0,1,0,0,1,0,1,1,1,1,1,0,7.9,2.3,"Salmonella typhi,Shigella spp.,Pseudomonas"
0,1,1,0,0,0,1,1,0,0,1,0,1,0,7.2,6.7,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Pseudomonas"
0,0,1,0,0,0,1,1,1,0,1,1,1,1,7.4,12.1,"Salmonella typhi,Hepatitis A virus,Leptospira,Pseudomonas"
0,0,1,0,1,1,1,1,1,1,0,1,1,0,6.0,1.1,"Hepatitis A virus,Shigella spp.,Leptospira"
0,1,0,0,0,0,0,1,1,1,1,1,1,1,5.3,9.6,"Vibrio cholerae,Shigella spp.,Pseudomonas"
0,1,0,0,0,0,0,0,1,0,1,0,0,1,8.7,1.0,Pseudomonas
0,1,1,1,1,1,1,1,1,1,1,0,0,1,8.0,5.0,"Salmonella typhi,E. coli,Giardia lamblia,Pseudomonas"
1,1,1,0,0,1,1,1,0,0,0,0,1,1,6.9,11.0,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,Cryptosporidium"
1,1,0,0,1,1,1,0,0,1,0,1,1,0,6.6,2.5,"Salmonella typhi,Hepatitis A virus,Shigella spp."
1,1,0,0,1,1,1,1,1,1,1,0,0,0,5.7,10.2,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
0,0,0,1,1,1,1,1,0,0,0,0,1,0,8.2,7.1,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
1,1,0,0,0,0,1,0,0,0,1,0,1,1,5.7,7.5,"Vibrio cholerae,Salmonella typhi,E. coli,Pseudomonas,Cryptosporidium"
0,0,0,1,0,0,0,0,1,1,0,0,1,1,5.3,4.7,"Hepatitis A virus,E. coli,Giardia lamblia"
1,0,1,0,0,0,0,0,0,0,0,0,1,1,7.2,8.5,"Salmonella typhi,Shigella spp.,E. coli,Cryptosporidium"
1,1,1,0,1,0,1,1,0,0,1,1,0,1,5.5,13.8,"Vibrio cholerae,Salmonella typhi,E. coli,Giardia lamblia,Leptospira,Pseudomonas,Cryptosporidium"
0,1,0,1,0,1,1,1,1,1,0,1,0,0,8.5,4.3,"Hepatitis A virus,E. coli,Giardia lamblia"
0,1,0,1,0,0,0,0,1,0,1,1,1,0,7.1,13.7,"Hepatitis A virus,Shigella spp.,E. coli"
1,1,0,0,1,0,1,1,0,1,1,0,0,1,8.6,8.8,"Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
1,1,0,0,0,0,1,1,0,0,1,1,0,0,6.3,1.1,"Hepatitis A virus,Pseudomonas"
1,1,0,1,0,1,0,0,1,0,0,0,0,0,5.6,9.3,"Salmonella typhi,Hepatitis A virus,E. coli,Cryptosporidium"
1,1,1,0,0,1,1,1,1,0,1,0,0,0,6.5,1.4,"Hepatitis A virus,Pseudomonas"
0,1,0,1,1,1,1,1,1,1,1,0,1,1,6.7,2.2,"Salmonella typhi,Shigella spp.,Pseudomonas"
0,0,1,1,1,1,1,1,0,1,1,0,0,0,6.7,5.5,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
1,1,0,1,0,1,0,0,0,1,1,1,1,0,9.0,1.5,"Shigella spp.,Pseudomonas"
0,0,0,0,0,1,0,1,0,0,0,0,0,1,6.9,5.6,"Salmonella typhi,Hepatitis A virus"
1,0,0,0,1,0,1,0,0,1,1,0,1,1,8.3,1.0,"Hepatitis A virus,Shigella spp."
0,0,1,1,1,1,0,1,1,1,0,0,1,0,7.1,3.1,"Salmonella typhi,Hepatitis A virus,Shigella spp."
1,0,1,0,1,1,1,1,0,1,1,0,1,1,7.4,0.2,"Hepatitis A virus,Shigella spp.,Pseudomonas"
0,1,1,0,0,1,1,0,1,1,1,0,0,0,5.1,1.6,Hepatitis A virus
1,0,0,1,1,0,1,1,1,0,0,0,0,1,6.7,8.8,"Vibrio cholerae,Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia"
0,1,1,0,0,1,1,1,1,1,1,1,0,1,7.8,7.6,"Salmonella typhi,Hepatitis A virus,Leptospira,Pseudomonas"
0,1,1,0,1,0,0,1,0,1,1,0,1,0,8.2,12.3,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Pseudomonas"
1,0,0,0,0,1,1,1,0,1,0,0,1,0,6.4,1.0,"Hepatitis A virus,Shigella spp."
1,1,1,0,0,0,0,0,1,0,0,1,0,1,7.6,13.7,"Salmonella typhi,Hepatitis A virus,E. coli,Leptospira,Cryptosporidium"
0,0,1,0,1,1,1,1,1,0,0,1,1,1,7.4,9.0,"Salmonella typhi,Hepatitis A virus,Giardia lamblia,Leptospira"
0,0,1,1,1,0,1,1,1,0,1,0,0,1,7.8,7.5,"Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia,Pseudomonas"
0,0,1,1,1,1,1,1,0,0,1,0,1,1,8.9,1.7,"Hepatitis A virus,Pseudomonas"
1,1,1,1,1,0,0,0,1,0,1,1,1,0,8.7,13.2,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira,Pseudomonas,Cryptosporidium"
0,0,0,0,1,0,0,1,0,0,0,1,0,1,5.2,5.0,"Hepatitis A virus,Giardia lamblia"
0,0,0,0,0,1,0,1,0,1,0,1,1,1,8.2,10.0,"Hepatitis A virus,Shigella spp."
0,1,1,0,0,0,0,0,0,0,1,1,1,1,7.9,11.4,"Shigella spp.,Leptospira,Pseudomonas"
0,1,1,0,0,0,1,1,0,1,1,0,0,1,6.0,8.2,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Pseudomonas"
1,1,1,0,1,1,1,1,1,1,1,0,0,0,7.2,3.6,"Salmonella typhi,Hepatitis A virus,Giardia lamblia,Pseudomonas"
0,1,0,1,0,0,1,1,1,1,0,1,1,1,8.4,14.3,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
0,0,0,0,0,1,0,1,0,1,0,1,0,1,6.4,12.3,"Salmonella typhi,Hepatitis A virus"
1,1,1,1,1,0,1,1,0,1,1,0,1,1,7.4,7.5,"Hepatitis A virus,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
0,0,1,0,1,0,0,0,0,1,0,1,1,1,6.4,2.2,"Salmonella typhi,Hepatitis A virus,Shigella spp."
1,1,0,1,0,0,0,1,0,0,1,1,1,1,8.3,12.3,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
0,1,1,1,1,1,1,0,0,0,0,1,1,0,5.1,11.0,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia,Leptospira"
0,0,0,0,0,0,0,1,0,0,0,0,1,0,8.4,11.0,"Hepatitis A virus,Shigella spp."
1,0,0,1,0,1,1,0,1,1,0,1,1,0,6.8,8.2,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Cryptosporidium"
1,1,0,0,0,1,0,0,1,0,0,0,0,1,5.8,9.7,"Vibrio cholerae,Hepatitis A virus,Cryptosporidium"
1,1,1,1,0,0,0,1,1,0,0,1,0,0,5.7,8.4,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira,Cryptosporidium"
1,1,1,0,0,1,0,1,1,0,1,0,1,1,7.9,8.7,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Pseudomonas"
0,1,1,1,0,0,1,1,1,1,0,0,0,0,7.5,7.2,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
0,0,0,1,1,0,0,0,0,1,0,0,1,1,5.1,4.6,"Shigella spp.,E. coli,Giardia lamblia"
0,1,1,0,1,1,1,1,0,1,0,0,0,1,8.6,13.4,"Salmonella typhi,Giardia lamblia"
1,0,1,0,1,1,1,1,1,1,0,0,0,1,8.3,2.8,"Salmonella typhi,Hepatitis A virus"
0,0,0,0,0,0,1,1,1,0,0,0,1,1,6.8,10.1,"Salmonella typhi,Hepatitis A virus,Shigella spp."
0,0,0,1,1,1,1,0,1,1,0,0,0,1,7.1,4.4,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia"
1,0,1,1,0,0,1,1,1,1,1,1,0,0,7.9,12.4,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
1,0,1,1,0,1,0,1,0,0,0,0,0,0,7.6,0.7,"Hepatitis A virus,Shigella spp."
1,1,1,0,1,0,0,0,0,1,0,0,1,0,5.5,14.0,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Cryptosporidium"
0,0,1,0,0,1,1,1,1,1,1,0,1,0,5.1,8.9,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Pseudomonas"
1,1,1,1,1,1,0,1,1,1,1,1,1,1,7.5,3.3,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia,Leptospira,Pseudomonas"
1,1,1,1,1,0,0,0,1,0,1,0,1,1,6.3,5.4,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
0,0,1,1,0,0,0,1,1,1,0,0,1,1,5.6,6.2,"Salmonella typhi,Hepatitis A virus,E. coli"
0,1,0,0,0,1,0,1,0,1,0,1,1,0,6.2,2.6,"Salmonella typhi,Hepatitis A virus"
0,1,1,0,0,1,0,0,1,0,0,0,0,1,6.9,9.4,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus"
0,0,0,0,0,0,0,0,0,1,1,0,1,1,6.4,1.2,Shigella spp.
0,0,0,1,0,0,0,1,1,1,1,1,0,1,5.1,4.5,Pseudomonas
0,0,1,1,0,1,1,0,0,1,0,1,1,1,8.8,0.2,Shigella spp.
1,0,1,0,0,0,0,0,1,1,1,0,0,1,8.9,1.7,"Hepatitis A virus,Pseudomonas"
1,0,1,1,0,0,0,0,0,1,1,0,1,1,6.2,2.2,"Salmonella typhi,Shigella spp.,Pseudomonas"
1,1,0,0,1,1,0,0,0,1,0,1,0,1,7.9,5.8,"Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia,Cryptosporidium"
1,1,1,0,1,0,1,0,0,1,0,1,0,1,8.6,9.2,"Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia,Leptospira"
1,0,1,1,1,1,0,1,0,0,0,1,1,0,6.4,1.5,"Hepatitis A virus,Shigella spp."
1,1,1,1,1,1,0,1,1,0,0,0,1,0,6.4,7.1,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Cryptosporidium"
1,1,1,0,0,0,1,0,0,0,1,1,0,1,7.2,1.9,"Leptospira,Pseudomonas"
1,0,1,0,0,1,1,1,1,1,0,1,1,1,6.3,8.2,"Vibrio cholerae,Salmonella typhi,E. coli,Leptospira,Cryptosporidium"
0,0,1,1,0,0,0,1,0,0,0,0,0,1,7.6,5.9,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
1,1,0,0,1,1,1,1,1,1,0,1,0,1,7.0,2.2,"Salmonella typhi,Hepatitis A virus"
1,1,0,1,0,1,0,0,0,0,1,1,1,0,8.0,3.6,"Salmonella typhi,Shigella spp.,Giardia lamblia,Pseudomonas"
0,1,1,0,1,1,0,0,1,1,1,0,1,1,7.0,2.1,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Pseudomonas"
0,0,1,0,1,0,0,0,0,1,0,0,1,0,7.6,8.3,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia"
0,0,1,0,1,0,0,0,1,1,0,0,1,1,7.4,13.5,Hepatitis A virus
1,1,0,0,1,0,1,0,0,1,0,0,0,0,7.1,1.3,Hepatitis A virus
1,0,0,1,1,0,1,0,1,0,0,0,1,1,6.2,8.9,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Cryptosporidium"
1,1,0,0,1,1,1,1,0,1,1,1,0,1,7.7,12.2,"Hepatitis A virus,E. coli,Cryptosporidium"
0,0,0,0,1,1,1,0,1,1,0,0,0,0,8.5,2.5,Salmonella typhi
0,0,0,0,0,0,0,1,0,1,0,0,1,0,5.7,11.0,"Hepatitis A virus,Shigella spp."
0,1,0,1,0,1,0,0,1,0,1,0,1,0,7.2,12.0,"Salmonella typhi,E. coli,Giardia lamblia,Pseudomonas"
1,0,0,1,0,0,1,0,1,0,1,1,1,0,6.2,0.8,"Shigella spp.,Pseudomonas"
0,0,1,0,1,0,0,1,0,0,0,1,0,1,6.7,3.7,"Salmonella typhi,Hepatitis A virus,Giardia lamblia"
1,0,1,0,0,1,1,1,1,1,1,1,1,0,5.7,1.3,"Hepatitis A virus,Shigella spp.,Leptospira"
1,0,0,0,0,1,0,1,0,1,1,1,1,0,6.6,10.2,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Pseudomonas,Cryptosporidium"
1,1,0,1,0,1,1,1,0,1,0,1,1,0,6.3,0.5,"Hepatitis A virus,Shigella spp."
0,0,1,0,1,1,1,0,0,0,0,0,0,0,8.3,10.9,"Salmonella typhi,Hepatitis A virus,Giardia lamblia"
0,1,1,0,1,0,1,0,1,1,0,1,1,1,5.4,11.8,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,Leptospira"
0,1,1,0,1,1,1,1,0,0,1,0,0,1,7.2,5.1,"Salmonella typhi,Hepatitis A virus,Giardia lamblia,Pseudomonas"
0,1,0,1,0,0,0,1,1,0,1,0,0,1,5.0,14.8,"Vibrio cholerae,Hepatitis A virus,Shigella spp.,E. coli,Pseudomonas"
0,1,1,1,1,1,0,0,1,0,0,0,0,0,6.2,9.1,"Vibrio cholerae,Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia"
1,0,1,1,1,0,1,1,0,1,0,0,1,0,5.6,9.9,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
1,0,0,0,1,1,0,1,1,1,0,1,0,1,7.7,12.8,"Hepatitis A virus,Giardia lamblia"
0,0,0,0,1,0,1,1,1,1,0,0,0,0,8.6,0.3,Hepatitis A virus
0,0,0,1,1,0,0,1,0,1,0,1,1,1,8.2,14.6,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
0,1,0,0,1,0,1,1,1,0,1,0,1,1,5.5,8.0,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Pseudomonas"
1,0,1,0,0,1,1,1,1,1,1,1,0,1,5.3,0.5,"Hepatitis A virus,Leptospira"
0,1,0,1,1,0,0,0,1,1,1,0,1,0,7.0,4.8,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
